#transcriptId	proteinId	kogid	kogdefline	kogClass	kogGroup
786734	786544	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
910101	909911	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
910664	910474	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1134693	1134503	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1186929	1186739	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1228570	1228380	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1277416	1277226	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1278173	1277983	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1279045	1278855	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1279157	1278967	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1284163	1283973	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1284188	1283998	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1285461	1285271	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1291389	1291199	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1291634	1291444	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1293537	1293347	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1484553	1484363	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1484576	1484386	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1488906	1488716	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1515512	1515322	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1528947	1528757	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1539971	1539781	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1539975	1539785	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1552495	1552305	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1552607	1552417	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1579732	1579542	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1581023	1580833	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1582881	1582691	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1583318	1583128	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1583588	1583398	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1587031	1586841	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1591465	1591275	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1594492	1594302	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1595518	1595328	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1596027	1595837	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1596036	1595846	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1596067	1595877	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1596730	1596540	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1597741	1597551	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1598382	1598192	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1600098	1599908	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1602805	1602615	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1618078	1617888	KOG2533	Permease of the major facilitator superfamily	Carbohydrate transport and metabolism 	METABOLISM
1285295	1285105	KOG2534	DNA polymerase IV (family X)	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
1457798	1457608	KOG2534	DNA polymerase IV (family X)	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
1592887	1592697	KOG2534	DNA polymerase IV (family X)	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
1548965	1548775	KOG2535	RNA polymerase II elongator complex, subunit ELP3/histone acetyltransferase	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
1548965	1548775	KOG2535	RNA polymerase II elongator complex, subunit ELP3/histone acetyltransferase	Transcription 	INFORMATION STORAGE AND PROCESSING
1147468	1147278	KOG2536	MAM33, mitochondrial matrix glycoprotein	Energy production and conversion 	METABOLISM
1469092	1468902	KOG2537	Phosphoglucomutase/phosphomannomutase	Carbohydrate transport and metabolism 	METABOLISM
1453485	1453295	KOG2538	Origin recognition complex, subunit 3	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
1516179	1515989	KOG2539	Mitochondrial/chloroplast ribosome small subunit component	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
1583089	1582899	KOG2540	Cytochrome oxidase assembly factor COX11	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1280456	1280266	KOG2541	Palmitoyl protein thioesterase	Lipid transport and metabolism 	METABOLISM
1280456	1280266	KOG2541	Palmitoyl protein thioesterase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1580910	1580720	KOG2542	Uncharacterized conserved protein (YdiU family)	Function unknown 	POORLY CHARACTERIZED
369332	369142	KOG2543	Origin recognition complex, subunit 5	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
1735058	1734868	KOG2544	Dihydropteroate synthase/7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase/Dihydroneopterin aldolase	Coenzyme transport and metabolism 	METABOLISM
1281100	1280910	KOG2545	Conserved membrane protein	Function unknown 	POORLY CHARACTERIZED
1594113	1593923	KOG2547	Ceramide glucosyltransferase	Lipid transport and metabolism 	METABOLISM
1594113	1593923	KOG2547	Ceramide glucosyltransferase	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
1583446	1583256	KOG2549	Transcription initiation factor TFIID, subunit TAF6 (also component of histone acetyltransferase SAGA)	Transcription 	INFORMATION STORAGE AND PROCESSING
977480	977290	KOG2550	IMP dehydrogenase/GMP reductase	Nucleotide transport and metabolism 	METABOLISM
1457880	1457690	KOG2551	Phospholipase/carboxyhydrolase	Amino acid transport and metabolism 	METABOLISM
164748	164558	KOG2552	Major facilitator superfamily permease - Cdc91p	General function prediction only 	POORLY CHARACTERIZED
1578548	1578358	KOG2553	Pseudouridylate synthase	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
1550222	1550032	KOG2554	Pseudouridylate synthase	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
1597988	1597798	KOG2555	AICAR transformylase/IMP cyclohydrolase/methylglyoxal synthase	Nucleotide transport and metabolism 	METABOLISM
1731888	1731698	KOG2560	RNA splicing factor - Slu7p	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1581533	1581343	KOG2563	Permease of the major facilitator superfamily	General function prediction only 	POORLY CHARACTERIZED
1610944	1610754	KOG2563	Permease of the major facilitator superfamily	General function prediction only 	POORLY CHARACTERIZED
1580735	1580545	KOG2564	Predicted acetyltransferases and hydrolases with the alpha/beta hydrolase fold	General function prediction only 	POORLY CHARACTERIZED
997291	997101	KOG2565	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)	General function prediction only 	POORLY CHARACTERIZED
997467	997277	KOG2565	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)	General function prediction only 	POORLY CHARACTERIZED
1294852	1294662	KOG2565	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)	General function prediction only 	POORLY CHARACTERIZED
1478891	1478701	KOG2565	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)	General function prediction only 	POORLY CHARACTERIZED
1590083	1589893	KOG2565	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)	General function prediction only 	POORLY CHARACTERIZED
1590084	1589894	KOG2565	Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily)	General function prediction only 	POORLY CHARACTERIZED
1496627	1496437	KOG2566	Beta-glucocerebrosidase	Carbohydrate transport and metabolism 	METABOLISM
1629698	1629508	KOG2568	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
1276313	1276123	KOG2570	SWI/SNF transcription activation complex subunit	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
1276313	1276123	KOG2570	SWI/SNF transcription activation complex subunit	Transcription 	INFORMATION STORAGE AND PROCESSING
242049	241859	KOG2571	Chitin synthase/hyaluronan synthase (glycosyltransferases)	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
494571	494381	KOG2571	Chitin synthase/hyaluronan synthase (glycosyltransferases)	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
817423	817233	KOG2571	Chitin synthase/hyaluronan synthase (glycosyltransferases)	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
1280568	1280378	KOG2571	Chitin synthase/hyaluronan synthase (glycosyltransferases)	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
1492372	1492182	KOG2571	Chitin synthase/hyaluronan synthase (glycosyltransferases)	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
1509615	1509425	KOG2571	Chitin synthase/hyaluronan synthase (glycosyltransferases)	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
1509894	1509704	KOG2571	Chitin synthase/hyaluronan synthase (glycosyltransferases)	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
1538725	1538535	KOG2571	Chitin synthase/hyaluronan synthase (glycosyltransferases)	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
1592846	1592656	KOG2571	Chitin synthase/hyaluronan synthase (glycosyltransferases)	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
1583201	1583011	KOG2572	Ribosome biogenesis protein - Nop58p/Nop5p	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1583201	1583011	KOG2572	Ribosome biogenesis protein - Nop58p/Nop5p	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
1530131	1529941	KOG2573	Ribosome biogenesis protein - Nop56p/Sik1p	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1530131	1529941	KOG2573	Ribosome biogenesis protein - Nop56p/Sik1p	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
1292052	1291862	KOG2574	mRNA splicing factor PRP31	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1581488	1581298	KOG2575	Glucosyltransferase - Alg6p	Amino acid transport and metabolism 	METABOLISM
1581488	1581298	KOG2575	Glucosyltransferase - Alg6p	Carbohydrate transport and metabolism 	METABOLISM
1529803	1529613	KOG2576	Glucosyltransferase - Alg8p	Transcription 	INFORMATION STORAGE AND PROCESSING
1294671	1294481	KOG2580	Mitochondrial import inner membrane translocase, subunit TIM44	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
1282823	1282633	KOG2581	26S proteasome regulatory complex, subunit RPN3/PSMD3	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1578672	1578482	KOG2582	COP9 signalosome, subunit CSN3	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1578672	1578482	KOG2582	COP9 signalosome, subunit CSN3	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1498466	1498276	KOG2583	Ubiquinol cytochrome c reductase, subunit QCR2	Energy production and conversion 	METABOLISM
1275791	1275601	KOG2584	Dihydroorotase and related enzymes	Nucleotide transport and metabolism 	METABOLISM
1740189	1739999	KOG2584	Dihydroorotase and related enzymes	Nucleotide transport and metabolism 	METABOLISM
1495814	1495624	KOG2585	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
1284529	1284339	KOG2586	Pyridoxamine-phosphate oxidase	Coenzyme transport and metabolism 	METABOLISM
1465281	1465091	KOG2587	RNA polymerase III (C) subunit	Transcription 	INFORMATION STORAGE AND PROCESSING
1580133	1579943	KOG2589	Histone tail methylase	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
1660492	1660302	KOG2592	Tumor differentially expressed (TDE) protein	Function unknown 	POORLY CHARACTERIZED
1486439	1486249	KOG2593	Transcription initiation factor IIE, alpha subunit	Transcription 	INFORMATION STORAGE AND PROCESSING
1290559	1290369	KOG2594	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
1540500	1540310	KOG2595	Predicted GTPase activator protein	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1596769	1596579	KOG2595	Predicted GTPase activator protein	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1529782	1529592	KOG2596	Aminopeptidase I zinc metalloprotease (M18)	Amino acid transport and metabolism 	METABOLISM
1480344	1480154	KOG2597	Predicted aminopeptidase of the M17 family	General function prediction only 	POORLY CHARACTERIZED
1126076	1125886	KOG2598	Phosphomethylpyrimidine kinase	Coenzyme transport and metabolism 	METABOLISM
1580269	1580079	KOG2598	Phosphomethylpyrimidine kinase	Coenzyme transport and metabolism 	METABOLISM
1585541	1585351	KOG2598	Phosphomethylpyrimidine kinase	Coenzyme transport and metabolism 	METABOLISM
1589794	1589604	KOG2598	Phosphomethylpyrimidine kinase	Coenzyme transport and metabolism 	METABOLISM
1126076	1125886	KOG2598	Phosphomethylpyrimidine kinase	Transcription 	INFORMATION STORAGE AND PROCESSING
1580269	1580079	KOG2598	Phosphomethylpyrimidine kinase	Transcription 	INFORMATION STORAGE AND PROCESSING
1585541	1585351	KOG2598	Phosphomethylpyrimidine kinase	Transcription 	INFORMATION STORAGE AND PROCESSING
1589794	1589604	KOG2598	Phosphomethylpyrimidine kinase	Transcription 	INFORMATION STORAGE AND PROCESSING
1534693	1534503	KOG2599	Pyridoxal/pyridoxine/pyridoxamine kinase	Coenzyme transport and metabolism 	METABOLISM
1588796	1588606	KOG2600	U3 small nucleolar ribonucleoprotein (snoRNP) subunit - Mpp10p	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1597000	1596810	KOG2601	Iron transporter	Inorganic ion transport and metabolism 	METABOLISM
1587009	1586819	KOG2602	Predicted cell surface protein homologous to bacterial outer membrane proteins	General function prediction only 	POORLY CHARACTERIZED
1294070	1293880	KOG2603	Oligosaccharyltransferase, gamma subunit	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1581755	1581565	KOG2604	Subunit of cis-Golgi transport vesicle tethering complex - Sec34p	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
1512275	1512085	KOG2605	OTU (ovarian tumor)-like cysteine protease	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1512275	1512085	KOG2605	OTU (ovarian tumor)-like cysteine protease	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1435648	1435458	KOG2606	OTU (ovarian tumor)-like cysteine protease	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1435648	1435458	KOG2606	OTU (ovarian tumor)-like cysteine protease	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1472920	1472730	KOG2608	Endoplasmic reticulum membrane-associated oxidoreductin involved in disulfide bond formation	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1472920	1472730	KOG2608	Endoplasmic reticulum membrane-associated oxidoreductin involved in disulfide bond formation	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
1453534	1453344	KOG2609	Cyclin D-interacting protein GCIP	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1453534	1453344	KOG2609	Cyclin D-interacting protein GCIP	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1715423	1715233	KOG2613	NMD protein affecting ribosome stability and mRNA decay	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
518240	518050	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	Energy production and conversion 	METABOLISM
551598	551408	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	Energy production and conversion 	METABOLISM
554902	554712	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	Energy production and conversion 	METABOLISM
960363	960173	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	Energy production and conversion 	METABOLISM
1141837	1141647	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	Energy production and conversion 	METABOLISM
1252272	1252082	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	Energy production and conversion 	METABOLISM
1280187	1279997	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	Energy production and conversion 	METABOLISM
1280513	1280323	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	Energy production and conversion 	METABOLISM
1285233	1285043	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	Energy production and conversion 	METABOLISM
1295876	1295686	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	Energy production and conversion 	METABOLISM
1580532	1580342	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	Energy production and conversion 	METABOLISM
1587897	1587707	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	Energy production and conversion 	METABOLISM
1587898	1587708	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	Energy production and conversion 	METABOLISM
1594384	1594194	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	Energy production and conversion 	METABOLISM
1594399	1594209	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	Energy production and conversion 	METABOLISM
1598066	1597876	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	Energy production and conversion 	METABOLISM
1598069	1597879	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	Energy production and conversion 	METABOLISM
1598074	1597884	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	Energy production and conversion 	METABOLISM
1598862	1598672	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	Energy production and conversion 	METABOLISM
1601717	1601527	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	Energy production and conversion 	METABOLISM
1601718	1601528	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	Energy production and conversion 	METABOLISM
1683768	1683578	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	Energy production and conversion 	METABOLISM
518240	518050	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	General function prediction only 	POORLY CHARACTERIZED
551598	551408	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	General function prediction only 	POORLY CHARACTERIZED
554902	554712	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	General function prediction only 	POORLY CHARACTERIZED
960363	960173	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	General function prediction only 	POORLY CHARACTERIZED
1141837	1141647	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	General function prediction only 	POORLY CHARACTERIZED
1252272	1252082	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	General function prediction only 	POORLY CHARACTERIZED
1280187	1279997	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	General function prediction only 	POORLY CHARACTERIZED
1280513	1280323	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	General function prediction only 	POORLY CHARACTERIZED
1285233	1285043	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	General function prediction only 	POORLY CHARACTERIZED
1295876	1295686	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	General function prediction only 	POORLY CHARACTERIZED
1580532	1580342	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	General function prediction only 	POORLY CHARACTERIZED
1587897	1587707	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	General function prediction only 	POORLY CHARACTERIZED
1587898	1587708	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	General function prediction only 	POORLY CHARACTERIZED
1594384	1594194	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	General function prediction only 	POORLY CHARACTERIZED
1594399	1594209	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	General function prediction only 	POORLY CHARACTERIZED
1598066	1597876	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	General function prediction only 	POORLY CHARACTERIZED
1598069	1597879	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	General function prediction only 	POORLY CHARACTERIZED
1598074	1597884	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	General function prediction only 	POORLY CHARACTERIZED
1598862	1598672	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	General function prediction only 	POORLY CHARACTERIZED
1601717	1601527	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	General function prediction only 	POORLY CHARACTERIZED
1601718	1601528	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	General function prediction only 	POORLY CHARACTERIZED
1683768	1683578	KOG2614	Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	General function prediction only 	POORLY CHARACTERIZED
1025543	1025353	KOG2615	Permease of the major facilitator superfamily	General function prediction only 	POORLY CHARACTERIZED
1143734	1143544	KOG2615	Permease of the major facilitator superfamily	General function prediction only 	POORLY CHARACTERIZED
1583576	1583386	KOG2615	Permease of the major facilitator superfamily	General function prediction only 	POORLY CHARACTERIZED
1589968	1589778	KOG2615	Permease of the major facilitator superfamily	General function prediction only 	POORLY CHARACTERIZED
1592418	1592228	KOG2615	Permease of the major facilitator superfamily	General function prediction only 	POORLY CHARACTERIZED
1655982	1655792	KOG2615	Permease of the major facilitator superfamily	General function prediction only 	POORLY CHARACTERIZED
1656753	1656563	KOG2615	Permease of the major facilitator superfamily	General function prediction only 	POORLY CHARACTERIZED
1661957	1661767	KOG2615	Permease of the major facilitator superfamily	General function prediction only 	POORLY CHARACTERIZED
1699278	1699088	KOG2616	Pyridoxalphosphate-dependent enzyme/predicted threonine synthase	Amino acid transport and metabolism 	METABOLISM
670855	670665	KOG2617	Citrate synthase	Energy production and conversion 	METABOLISM
1443534	1443344	KOG2617	Citrate synthase	Energy production and conversion 	METABOLISM
1583046	1582856	KOG2617	Citrate synthase	Energy production and conversion 	METABOLISM
200752	200562	KOG2618	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
1458241	1458051	KOG2620	Prohibitins and stomatins of the PID superfamily	Energy production and conversion 	METABOLISM
1504203	1504013	KOG2621	Prohibitins and stomatins of the PID superfamily	Energy production and conversion 	METABOLISM
1516130	1515940	KOG2621	Prohibitins and stomatins of the PID superfamily	Energy production and conversion 	METABOLISM
1451459	1451269	KOG2622	Putative myrosinase precursor	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
1296588	1296398	KOG2623	Tyrosyl-tRNA synthetase	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
1685899	1685709	KOG2623	Tyrosyl-tRNA synthetase	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
1278286	1278096	KOG2624	Triglyceride lipase-cholesterol esterase	Lipid transport and metabolism 	METABOLISM
1464525	1464335	KOG2625	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
1580465	1580275	KOG2626	Histone H3 (Lys4) methyltransferase complex, subunit CPS60/ASH2/BRE2	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
1580465	1580275	KOG2626	Histone H3 (Lys4) methyltransferase complex, subunit CPS60/ASH2/BRE2	Transcription 	INFORMATION STORAGE AND PROCESSING
1467622	1467432	KOG2627	Nuclear protein ES2	General function prediction only 	POORLY CHARACTERIZED
746303	746113	KOG2628	Farnesyl cysteine-carboxyl methyltransferase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
992770	992580	KOG2628	Farnesyl cysteine-carboxyl methyltransferase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1147993	1147803	KOG2628	Farnesyl cysteine-carboxyl methyltransferase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1262182	1261992	KOG2628	Farnesyl cysteine-carboxyl methyltransferase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1532908	1532718	KOG2628	Farnesyl cysteine-carboxyl methyltransferase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1590105	1589915	KOG2628	Farnesyl cysteine-carboxyl methyltransferase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1595617	1595427	KOG2628	Farnesyl cysteine-carboxyl methyltransferase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1436351	1436161	KOG2629	Peroxisomal membrane anchor protein (peroxin)	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
1436351	1436161	KOG2629	Peroxisomal membrane anchor protein (peroxin)	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1436351	1436161	KOG2629	Peroxisomal membrane anchor protein (peroxin)	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
1132901	1132711	KOG2633	Hismacro and SEC14 domain-containing proteins	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
1132901	1132711	KOG2633	Hismacro and SEC14 domain-containing proteins	Transcription 	INFORMATION STORAGE AND PROCESSING
16197	16007	KOG2634	Initiator tRNA phosphoribosyl-transferase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1557504	1557314	KOG2635	Medium subunit of clathrin adaptor complex	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
1599819	1599629	KOG2636	Splicing factor 3a, subunit 3	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1440602	1440412	KOG2637	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
1580107	1579917	KOG2638	UDP-glucose pyrophosphorylase	Carbohydrate transport and metabolism 	METABOLISM
1283632	1283442	KOG2641	Predicted seven transmembrane receptor - rhodopsin family	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1441338	1441148	KOG2641	Predicted seven transmembrane receptor - rhodopsin family	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
