#proteinId	iprId	iprDesc	domainDb	domainId	domainDesc	numHits	domainStarts	domainEnds	score
1593147	IPR002290	Serine/threonine/dual specificity protein kinase, catalytic  domain	SMART	SM00220	Serine/Threonine protein kinases, catalytic domain	1	39,	344,	4.9E-76
1593147	IPR011009	Protein kinase-like domain	SUPERFAMILY	SSF56112	\N	1	35,	362,	2.56E-75
1593154	IPR001810	F-box domain	HMMPfam	PF12937	F-box-like	1	72,	137,	3.7E-12
1593154	\N	\N	SUPERFAMILY	SSF52047	\N	1	185,	349,	1.47E-8
1593156	IPR000086	NUDIX hydrolase domain	HMMPfam	PF00293	NUDIX domain	1	194,	325,	1.0E-7
1593156	IPR000086	NUDIX hydrolase domain	ProSiteProfiles	PS51462	Nudix hydrolase domain profile.	1	187,	334,	13.377
1593156	IPR015797	NUDIX hydrolase domain-like	SUPERFAMILY	SSF55811	\N	1	166,	341,	2.17E-24
1593168	IPR001938	Thaumatin	HMMPfam	PF00314	Thaumatin family	1	25,	253,	2.4E-64
1593168	IPR001938	Thaumatin	PIRSF	PIRSF002703	\N	1	1,	255,	721.0
1593168	IPR001938	Thaumatin	PRINTS	PR00347	Pathogenesis-related protein signature	2	20,126,	32,142,	2.8E-8,2.8E-8
1593168	IPR001938	Thaumatin	ProSiteProfiles	PS51367	Thaumatin family profile.	1	18,	253,	29.528
1593168	IPR001938	Thaumatin	SMART	SM00205	Thaumatin family	1	21,	253,	4.0E-43
1593168	IPR001938	Thaumatin	SUPERFAMILY	SSF49870	\N	1	19,	254,	4.84E-60
1593169	IPR000073	Alpha/beta hydrolase fold-1	HMMPfam	PF00561	alpha/beta hydrolase fold	1	147,	309,	1.5E-10
1593169	IPR013595	Peptidase S33 tripeptidyl aminopeptidase-like, C-terminal	HMMPfam	PF08386	TAP-like protein	1	459,	553,	3.0E-21
1593169	IPR029058	Alpha/Beta hydrolase fold	SUPERFAMILY	SSF53474	\N	3	106,236,458,	160,305,538,	3.6E-17,3.6E-17,3.6E-17
1593170	IPR000594	UBA/THIF-type NAD/FAD binding fold	HMMPfam	PF00899	ThiF family	1	113,	241,	9.6E-36
1593170	IPR009036	Molybdenum cofactor biosynthesis, MoeB	SUPERFAMILY	SSF69572	\N	1	93,	345,	4.84E-64
1593173	IPR002935	O-methyltransferase, family 3	HMMPfam	PF01596	O-methyltransferase	1	96,	296,	1.1E-38
1593173	IPR002935	O-methyltransferase, family 3	ProSiteProfiles	PS51682	SAM-dependent O-methyltransferase class I-type profile.	1	46,	296,	35.865
1593173	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	SUPERFAMILY	SSF53335	\N	2	53,264,	236,296,	2.71E-31,2.71E-31
1593175	\N	\N	HMMPfam	PF13738	Pyridine nucleotide-disulphide oxidoreductase	1	36,	252,	5.2E-20
1593175	\N	\N	SUPERFAMILY	SSF51905	\N	1	32,	256,	5.54E-38
1593187	IPR001623	DnaJ domain	HMMPfam	PF00226	DnaJ domain	1	45,	106,	7.8E-22
1593187	IPR001623	DnaJ domain	PRINTS	PR00625	DnaJ domain signature	4	47,65,81,101,	65,80,101,120,	6.6E-14,6.6E-14,6.6E-14,6.6E-14
1593187	IPR018253	DnaJ domain, conserved site	ProSitePatterns	PS00636	Nt-dnaJ domain signature.	1	86,	105,	-
1593187	IPR001623	DnaJ domain	ProSiteProfiles	PS50076	dnaJ domain profile.	1	45,	109,	17.619
1593187	IPR001623	DnaJ domain	SMART	SM00271	DnaJ molecular chaperone homology domain	1	44,	101,	1.6E-22
1593187	IPR001623	DnaJ domain	SUPERFAMILY	SSF46565	\N	1	35,	110,	4.06E-23
1593205	IPR001214	SET domain	HMMPfam	PF00856	SET domain	1	297,	344,	5.8E-11
1593205	IPR001214	SET domain	ProSiteProfiles	PS50280	SET domain profile.	1	249,	344,	11.965
1593205	\N	\N	SUPERFAMILY	SSF82199	\N	2	11,291,	58,369,	1.96E-20,1.96E-20
1593226	IPR008547	Protein of unknown function DUF829, TMEM53	HMMPfam	PF05705	Eukaryotic protein of unknown function (DUF829)	1	38,	305,	8.1E-33
1593226	IPR029058	Alpha/Beta hydrolase fold	SUPERFAMILY	SSF53474	\N	2	33,233,	154,307,	2.8E-9,2.8E-9
1593251	IPR016071	Staphylococcal nuclease (SNase-like), OB-fold	HMMPfam	PF00565	Staphylococcal nuclease homologue	1	130,	247,	1.5E-16
1593251	IPR016071	Staphylococcal nuclease (SNase-like), OB-fold	ProSiteProfiles	PS50830	Thermonuclease domain profile.	1	91,	247,	25.679
1593251	IPR016071	Staphylococcal nuclease (SNase-like), OB-fold	SMART	SM00318	Staphylococcal nuclease homologues	1	91,	247,	4.6E-22
1593251	IPR016071	Staphylococcal nuclease (SNase-like), OB-fold	SUPERFAMILY	SSF50199	\N	1	87,	249,	1.96E-27
1593254	IPR001680	WD40 repeat	HMMPfam	PF00400	WD domain, G-beta repeat	1	271,	306,	7.3E-5
1593254	IPR001810	F-box domain	HMMPfam	PF12937	F-box-like	1	49,	92,	4.0E-7
1593254	IPR001680	WD40 repeat	ProSiteProfiles	PS50082	Trp-Asp (WD) repeats profile.	1	289,	309,	9.239
1593254	IPR001810	F-box domain	ProSiteProfiles	PS50181	F-box domain profile.	1	45,	91,	13.26
1593254	IPR003903	Ubiquitin interacting motif	ProSiteProfiles	PS50330	Ubiquitin-interacting motif (UIM) repeat profile.	1	887,	906,	10.211
1593254	IPR001810	F-box domain	SMART	SM00256	A Receptor for Ubiquitination Targets	1	51,	91,	0.0039
1593254	IPR001680	WD40 repeat	SMART	SM00320	WD40 repeats	3	263,502,551,	306,540,586,	0.042,450.0,250.0
1593254	IPR003903	Ubiquitin interacting motif	SMART	SM00726	Ubiquitin-interacting motif.	1	887,	906,	0.0084
1593254	IPR017986	WD40-repeat-containing domain	SUPERFAMILY	SSF50978	\N	2	273,433,	370,588,	1.72E-13,1.72E-13
1593254	IPR001810	F-box domain	SUPERFAMILY	SSF81383	\N	1	36,	138,	2.62E-14
1593256	IPR007312	Phosphoesterase	HMMPfam	PF04185	Phosphoesterase family	1	168,	404,	5.1E-24
1593257	IPR010828	Alcohol acetyltransferase	HMMPfam	PF07247	Alcohol acetyltransferase	1	52,	499,	1.9E-25
1593270	IPR001764	Glycoside hydrolase, family 3, N-terminal	HMMPfam	PF00933	Glycosyl hydrolase family 3 N terminal domain	1	98,	350,	7.5E-83
1593270	IPR002772	Glycoside hydrolase family 3 C-terminal domain	HMMPfam	PF01915	Glycosyl hydrolase family 3 C-terminal domain	1	397,	661,	1.2E-63
1593270	IPR026891	Fibronectin type III-like domain	HMMPfam	PF14310	Fibronectin type III-like domain	1	725,	794,	8.0E-19
1593270	IPR001764	Glycoside hydrolase, family 3, N-terminal	PRINTS	PR00133	Glycosyl hydrolase family 3 signature	5	108,132,178,209,278,	124,151,194,225,296,	4.3E-33,4.3E-33,4.3E-33,4.3E-33,4.3E-33
1593270	IPR017853	Glycoside hydrolase superfamily	SUPERFAMILY	SSF51445	\N	1	60,	389,	2.42E-83
1593270	IPR002772	Glycoside hydrolase family 3 C-terminal domain	SUPERFAMILY	SSF52279	\N	1	398,	662,	6.28E-56
1593274	IPR023210	NADP-dependent oxidoreductase domain	HMMPfam	PF00248	Aldo/keto reductase family	1	15,	330,	5.5E-70
1593274	IPR023210	NADP-dependent oxidoreductase domain	SUPERFAMILY	SSF51430	\N	1	1,	335,	2.23E-95
1593276	IPR023210	NADP-dependent oxidoreductase domain	HMMPfam	PF00248	Aldo/keto reductase family	1	15,	330,	4.0E-73
1593276	IPR023210	NADP-dependent oxidoreductase domain	SUPERFAMILY	SSF51430	\N	1	1,	335,	7.73E-99
1593278	IPR023210	NADP-dependent oxidoreductase domain	HMMPfam	PF00248	Aldo/keto reductase family	1	16,	332,	4.6E-67
1593278	IPR023210	NADP-dependent oxidoreductase domain	SUPERFAMILY	SSF51430	\N	1	1,	336,	7.99E-91
1593284	\N	\N	HMMPfam	PF13460	NADH(P)-binding	1	10,	274,	1.1E-5
1593284	\N	\N	SUPERFAMILY	SSF51735	\N	2	3,207,	177,289,	2.74E-11,2.74E-11
1593288	IPR012882	Protein of unknown function DUF1687, fungi	HMMPfam	PF07955	Protein of unknown function (DUF1687)	1	2,	132,	7.0E-10
1593288	IPR012336	Thioredoxin-like fold	SUPERFAMILY	SSF52833	\N	1	3,	136,	3.3E-19
1593292	IPR004242	Transposon, En/Spm-like	HMMPfam	PF02992	Transposase family tnp2	1	230,	397,	1.4E-8
1593292	IPR025452	Domain of unknown function DUF4218	HMMPfam	PF13960	Domain of unknown function (DUF4218)	1	607,	717,	5.2E-8
1593296	IPR003120	Transcription factor, STE-like	HMMPfam	PF02200	STE like transcription factor	1	267,	339,	4.0E-33
1593296	IPR003120	Transcription factor, STE-like	SMART	SM00424	STE like transcription factors	1	265,	355,	5.7E-36
1593307	\N	\N	HMMPfam	PF05486	Signal recognition particle 9 kDa protein (SRP9)	1	3,	73,	1.7E-17
1593307	IPR009018	Signal recognition particle, SRP9/SRP14 subunit	SUPERFAMILY	SSF54762	\N	1	4,	78,	2.62E-23
1593319	IPR000608	Ubiquitin-conjugating enzyme E2	HMMPfam	PF00179	Ubiquitin-conjugating enzyme	1	3,	137,	2.0E-36
1593319	IPR023313	Ubiquitin-conjugating enzyme, active site	ProSitePatterns	PS00183	Ubiquitin-conjugating enzymes active site.	1	72,	87,	-
1593319	IPR000608	Ubiquitin-conjugating enzyme E2	ProSiteProfiles	PS50127	Ubiquitin-conjugating enzymes family profile.	1	2,	134,	32.967
1593319	\N	\N	SMART	SM00212	Ubiquitin-conjugating enzyme E2, catalytic domain homologues	1	2,	145,	3.7E-49
1593319	IPR016135	Ubiquitin-conjugating enzyme/RWD-like	SUPERFAMILY	SSF54495	\N	1	2,	146,	9.74E-49
1593336	IPR023210	NADP-dependent oxidoreductase domain	HMMPfam	PF00248	Aldo/keto reductase family	1	12,	329,	2.0E-55
1593336	IPR020471	Aldo/keto reductase subgroup	PRINTS	PR00069	Aldo-keto reductase signature	2	112,257,	130,281,	9.1E-7,9.1E-7
1593336	IPR023210	NADP-dependent oxidoreductase domain	SUPERFAMILY	SSF51430	\N	1	12,	341,	2.36E-75
1593343	IPR023210	NADP-dependent oxidoreductase domain	HMMPfam	PF00248	Aldo/keto reductase family	1	12,	331,	1.4E-54
1593343	IPR020471	Aldo/keto reductase subgroup	PRINTS	PR00069	Aldo-keto reductase signature	2	113,258,	131,282,	3.6E-6,3.6E-6
1593343	IPR018170	Aldo/keto reductase, conserved site	ProSitePatterns	PS00062	Aldo/keto reductase family signature 2.	1	144,	161,	-
1593343	IPR023210	NADP-dependent oxidoreductase domain	SUPERFAMILY	SSF51430	\N	1	12,	342,	2.75E-74
1593372	IPR008207	Signal transduction histidine kinase, phosphotransfer (Hpt) domain	HMMPfam	PF01627	Hpt domain	1	110,	178,	1.3E-11
1593372	IPR008207	Signal transduction histidine kinase, phosphotransfer (Hpt) domain	ProSiteProfiles	PS50894	Histidine-containing phosphotransfer (HPt) domain profile.	1	104,	209,	18.868
1593372	IPR008207	Signal transduction histidine kinase, phosphotransfer (Hpt) domain	SMART	SM00073	Histidine Phosphotransfer domain	1	101,	192,	0.001
1593372	IPR008207	Signal transduction histidine kinase, phosphotransfer (Hpt) domain	SUPERFAMILY	SSF47226	\N	1	78,	210,	1.44E-24
1593407	IPR001778	Pollen allergen Poa pIX/Phl pVI	PRINTS	PR00833	Pollen allergen Poa pI signature	3	65,179,209,	84,197,223,	1.7E-6,1.7E-6,1.7E-6
1593408	IPR018803	Putative stress-responsive protein	HMMPfam	PF10281	Putative stress-responsive nuclear envelope protein	3	169,214,266,	206,251,299,	5.7E-8,5.5E-7,1.2E-7
1593410	IPR011701	Major facilitator superfamily	HMMPfam	PF07690	Major Facilitator Superfamily	1	56,	303,	7.6E-13
1593410	IPR020846	Major facilitator superfamily domain	SUPERFAMILY	SSF103473	\N	1	3,	457,	2.88E-34
1593424	IPR004843	Calcineurin-like phosphoesterase domain, apaH type	HMMPfam	PF00149	Calcineurin-like phosphoesterase	1	115,	326,	5.0E-38
1593424	IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase	PRINTS	PR00114	Serine/threonine phosphatase family signature	6	115,144,177,211,240,337,	142,171,201,237,267,353,	7.6E-65,7.6E-65,7.6E-65,7.6E-65,7.6E-65,7.6E-65
1593424	IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase	ProSitePatterns	PS00125	Serine/threonine specific protein phosphatases signature.	1	178,	183,	-
1593424	IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase	SMART	SM00156	Protein phosphatase 2A homologues, catalytic domain.	1	87,	374,	1.8E-112
1593424	IPR029052	Metallo-dependent phosphatase-like	SUPERFAMILY	SSF56300	\N	1	67,	473,	2.4E-123
1593432	IPR003347	JmjC domain	ProSiteProfiles	PS51184	JmjC domain profile.	1	725,	885,	11.678
1593432	\N	\N	SUPERFAMILY	SSF51197	\N	1	758,	898,	8.38E-7
1593453	IPR001214	SET domain	HMMPfam	PF00856	SET domain	1	35,	92,	4.3E-12
1593453	IPR001214	SET domain	ProSiteProfiles	PS50280	SET domain profile.	1	1,	93,	11.585
1593453	\N	\N	SUPERFAMILY	SSF82199	\N	1	10,	124,	2.22E-26
1593465	\N	\N	SUPERFAMILY	SSF52047	\N	3	153,237,422,	186,359,539,	7.14E-7,7.14E-7,7.14E-7
1593465	IPR001810	F-box domain	SUPERFAMILY	SSF81383	\N	1	9,	50,	4.19E-5
1593471	IPR002675	Ribosomal protein L38e	HMMPfam	PF01781	Ribosomal L38e protein family	1	94,	168,	3.8E-29
1593480	IPR001327	Pyridine nucleotide-disulphide oxidoreductase, NAD-binding domain	HMMPfam	PF00070	Pyridine nucleotide-disulphide oxidoreductase	1	264,	347,	4.8E-10
1593480	IPR023753	Pyridine nucleotide-disulphide oxidoreductase, FAD/NAD(P)-binding domain	HMMPfam	PF07992	Pyridine nucleotide-disulphide oxidoreductase	1	101,	416,	2.3E-27
1593480	IPR013027	FAD-dependent pyridine nucleotide-disulphide oxidoreductase	PRINTS	PR00368	FAD-dependent pyridine nucleotide reductase signature	3	203,264,393,	221,282,415,	1.6E-8,1.6E-8,1.6E-8
1593480	\N	\N	SUPERFAMILY	SSF51905	\N	2	99,259,	315,436,	2.05E-27,1.59E-20
1593486	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	SUPERFAMILY	SSF53335	\N	1	79,	292,	1.82E-7
1593490	IPR000594	UBA/THIF-type NAD/FAD binding fold	HMMPfam	PF00899	ThiF family	1	22,	153,	2.4E-39
1593490	IPR000127	Ubiquitin-activating enzyme repeat	HMMPfam	PF02134	Repeat in ubiquitin-activating (UBA) protein	1	376,	440,	1.2E-28
1593490	IPR019572	Ubiquitin-activating enzyme	HMMPfam	PF10585	Ubiquitin-activating enzyme active site	1	160,	204,	5.3E-19
1593490	IPR028077	Ubiquitin/SUMO-activating enzyme ubiquitin-like domain	HMMPfam	PF14732	Ubiquitin/SUMO-activating enzyme ubiquitin-like domain	1	481,	558,	1.1E-6
1593490	IPR030661	SUMO-activating enzyme subunit SAE2/Uba2	PIRSF	PIRSF039133	\N	1	2,	643,	503.0
1593490	IPR018074	Ubiquitin-activating enzyme, E1, active site	ProSitePatterns	PS00865	Ubiquitin-activating enzyme active site.	1	176,	184,	-
1593490	\N	\N	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	1	1,	35,	5.0
1593490	IPR009036	Molybdenum cofactor biosynthesis, MoeB	SUPERFAMILY	SSF69572	\N	2	10,375,	208,550,	7.85E-104,7.85E-104
1593497	IPR023210	NADP-dependent oxidoreductase domain	HMMPfam	PF00248	Aldo/keto reductase family	1	19,	282,	5.4E-54
1593497	IPR020471	Aldo/keto reductase subgroup	PIRSF	PIRSF000097	\N	1	1,	297,	304.0
1593497	IPR020471	Aldo/keto reductase subgroup	PRINTS	PR00069	Aldo-keto reductase signature	5	43,97,146,180,219,	67,115,163,209,243,	3.1E-47,3.1E-47,3.1E-47,3.1E-47,3.1E-47
1593497	IPR018170	Aldo/keto reductase, conserved site	ProSitePatterns	PS00062	Aldo/keto reductase family signature 2.	1	146,	163,	-
1593497	IPR018170	Aldo/keto reductase, conserved site	ProSitePatterns	PS00798	Aldo/keto reductase family signature 1.	1	47,	64,	-
1593497	IPR023210	NADP-dependent oxidoreductase domain	SUPERFAMILY	SSF51430	\N	1	7,	287,	7.6E-81
1593506	IPR011600	Peptidase C14, caspase domain	HMMPfam	PF00656	Caspase domain	1	177,	440,	3.5E-64
1593506	\N	\N	SUPERFAMILY	SSF52129	\N	1	165,	293,	1.01E-8
1593508	IPR004843	Calcineurin-like phosphoesterase domain, apaH type	HMMPfam	PF00149	Calcineurin-like phosphoesterase	1	148,	416,	7.5E-13
1593508	IPR011160	Sphingomyelin phosphodiesterase	PIRSF	PIRSF000948	\N	1	14,	586,	614.0
1593508	\N	\N	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	1	1,	22,	5.0
1593508	IPR029052	Metallo-dependent phosphatase-like	SUPERFAMILY	SSF56300	\N	1	147,	474,	8.32E-40
1593547	IPR003439	ABC transporter-like	HMMPfam	PF00005	ABC transporter	2	122,412,	277,546,	3.8E-21,2.4E-23
1593547	\N	\N	HMMPfam	PF12848	ABC transporter	1	306,	372,	3.3E-16
1593547	IPR003439	ABC transporter-like	ProSiteProfiles	PS50893	ATP-binding cassette, ABC transporter-type domain profile.	2	104,393,	362,616,	13.819,13.626
1593547	IPR003593	AAA+ ATPase domain	SMART	SM00382	ATPases associated with a variety of cellular activities	2	128,420,	378,592,	5.7E-4,1.2E-6
1593547	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	2	102,377,	294,576,	3.99E-27,1.63E-36
1593577	\N	\N	HMMPfam	PF11563	Protoglobin	1	85,	274,	6.9E-39
1593579	IPR013094	Alpha/beta hydrolase fold-3	HMMPfam	PF07859	alpha/beta hydrolase fold	2	166,437,	276,491,	5.9E-26,5.5E-5
1593579	IPR002168	Lipase, GDXG, active site	ProSitePatterns	PS01173	Lipolytic enzymes "G-D-X-G" family, putative histidine active site.	1	166,	182,	-
1593579	IPR002168	Lipase, GDXG, active site	ProSitePatterns	PS01174	Lipolytic enzymes "G-D-X-G" family, putative serine active site.	1	230,	242,	-
1593579	IPR029058	Alpha/Beta hydrolase fold	SUPERFAMILY	SSF53474	\N	2	165,434,	290,558,	1.89E-40,1.89E-40
1593587	IPR022712	Beta-Casp domain	HMMPfam	PF10996	Beta-Casp domain	1	330,	450,	4.2E-10
1593587	IPR022712	Beta-Casp domain	SMART	SM01027	Beta-Casp domain	1	330,	463,	5.0E-4
1593587	IPR001279	Beta-lactamase-like	SUPERFAMILY	SSF56281	\N	3	1,187,639,	128,473,780,	1.58E-101,1.58E-101,1.58E-101
1593605	IPR001849	Pleckstrin homology domain	HMMPfam	PF00169	PH domain	1	1014,	1107,	1.3E-12
1593605	IPR011510	Sterile alpha motif, type 2	HMMPfam	PF07647	SAM domain (Sterile alpha motif)	1	498,	561,	8.5E-13
1593605	IPR001452	SH3 domain	HMMPfam	PF14604	Variant SH3 domain	1	7,	59,	3.4E-14
1593605	IPR001452	SH3 domain	PRINTS	PR00452	SH3 domain signature	4	3,17,37,49,	13,32,46,61,	1.7E-5,1.7E-5,1.7E-5,1.7E-5
1593605	IPR001452	SH3 domain	ProSiteProfiles	PS50002	Src homology 3 (SH3) domain profile.	1	1,	63,	15.988
1593605	IPR001849	Pleckstrin homology domain	ProSiteProfiles	PS50003	PH domain profile.	1	1011,	1109,	11.576
1593605	IPR001660	Sterile alpha motif domain	ProSiteProfiles	PS50105	SAM domain profile.	1	498,	563,	16.874
1593605	IPR001849	Pleckstrin homology domain	SMART	SM00233	Pleckstrin homology domain.	1	1012,	1111,	5.1E-14
1593605	IPR001452	SH3 domain	SMART	SM00326	Src homology 3 domains	1	3,	62,	6.2E-19
1593605	IPR001660	Sterile alpha motif domain	SMART	SM00454	Sterile alpha motif.	1	495,	563,	8.4E-16
1593605	IPR013761	Sterile alpha motif/pointed domain	SUPERFAMILY	SSF47769	\N	1	489,	562,	1.23E-16
1593605	IPR001452	SH3 domain	SUPERFAMILY	SSF50044	\N	1	3,	67,	3.28E-19
1593605	\N	\N	SUPERFAMILY	SSF50729	\N	1	1003,	1110,	4.38E-21
1593618	IPR001128	Cytochrome P450	HMMPfam	PF00067	Cytochrome P450	1	23,	445,	8.4E-63
1593618	IPR001128	Cytochrome P450	PRINTS	PR00385	P450 superfamily signature	5	262,279,314,389,398,	279,292,325,398,409,	4.4E-10,4.4E-10,4.4E-10,4.4E-10,4.4E-10
1593618	IPR002401	Cytochrome P450, E-class, group I	PRINTS	PR00463	E-class P450 group I signature	8	25,49,250,270,313,354,388,398,	44,70,267,296,331,378,398,421,	1.5E-30,1.5E-30,1.5E-30,1.5E-30,1.5E-30,1.5E-30,1.5E-30,1.5E-30
1593618	IPR017972	Cytochrome P450, conserved site	ProSitePatterns	PS00086	Cytochrome P450 cysteine heme-iron ligand signature.	1	391,	400,	-
1593618	IPR001128	Cytochrome P450	SUPERFAMILY	SSF48264	\N	1	12,	451,	5.37E-89
1593623	IPR007393	Domain of unknown function DUF448	SUPERFAMILY	SSF64376	\N	1	20,	115,	5.23E-5
1593648	IPR014720	Double-stranded RNA-binding domain	HMMPfam	PF00035	Double-stranded RNA binding motif	1	212,	276,	7.1E-9
1593648	IPR000999	Ribonuclease III domain	HMMPfam	PF14622	Ribonuclease-III-like	1	28,	156,	1.6E-16
1593648	IPR014720	Double-stranded RNA-binding domain	ProSiteProfiles	PS50137	Double stranded RNA-binding domain (dsRBD) profile.	1	209,	279,	12.864
1593648	IPR000999	Ribonuclease III domain	ProSiteProfiles	PS50142	Ribonuclease III family domain profile.	1	1,	149,	26.13
1593648	IPR000999	Ribonuclease III domain	SMART	SM00535	Ribonuclease III family	1	29,	170,	4.7E-27
1593648	\N	\N	SUPERFAMILY	SSF54768	\N	1	210,	277,	3.14E-10
1593648	IPR000999	Ribonuclease III domain	SUPERFAMILY	SSF69065	\N	1	24,	167,	5.23E-33
1593664	\N	\N	PRINTS	PR01217	Proline rich extensin signature	5	42,62,85,116,145,	58,74,106,132,162,	1.5E-11,1.5E-11,1.5E-11,1.5E-11,1.5E-11
1593671	IPR004045	Glutathione S-transferase, N-terminal	HMMPfam	PF13417	Glutathione S-transferase, N-terminal domain	1	8,	82,	4.3E-14
1593671	IPR004045	Glutathione S-transferase, N-terminal	ProSiteProfiles	PS50404	Soluble glutathione S-transferase N-terminal domain profile.	1	4,	83,	12.243
1593671	IPR010987	Glutathione S-transferase, C-terminal-like	ProSiteProfiles	PS50405	Soluble glutathione S-transferase C-terminal domain profile.	1	102,	268,	7.85
1593671	IPR012336	Thioredoxin-like fold	SUPERFAMILY	SSF52833	\N	1	5,	83,	1.68E-16
1593733	IPR001849	Pleckstrin homology domain	ProSiteProfiles	PS50003	PH domain profile.	1	1,	101,	8.012
1593733	\N	\N	SUPERFAMILY	SSF50729	\N	1	27,	100,	4.2E-10
1593736	IPR019313	Mediator complex, subunit Med17	HMMPfam	PF10156	Subunit 17 of Mediator complex	1	75,	459,	1.0E-39
1593748	IPR001623	DnaJ domain	HMMPfam	PF00226	DnaJ domain	1	439,	497,	6.0E-23
1593748	IPR001440	Tetratricopeptide TPR1	HMMPfam	PF00515	Tetratricopeptide repeat	1	380,	408,	7.1E-4
1593748	\N	\N	HMMPfam	PF13371	Tetratricopeptide repeat	1	234,	298,	0.34
1593748	\N	\N	HMMPfam	PF13414	TPR repeat	2	65,303,	129,375,	4.1E-17,4.0E-9
1593748	IPR001623	DnaJ domain	PRINTS	PR00625	DnaJ domain signature	2	441,472,	459,492,	1.2E-10,1.2E-10
1593748	IPR019734	Tetratricopeptide repeat	ProSiteProfiles	PS50005	TPR repeat profile.	7	66,100,136,255,301,345,379,	99,133,169,288,334,378,412,	9.411,5.93,8.024,8.083,5.9,5.192,8.762
1593748	IPR001623	DnaJ domain	ProSiteProfiles	PS50076	dnaJ domain profile.	1	439,	500,	19.673
1593748	IPR013026	Tetratricopeptide repeat-containing domain	ProSiteProfiles	PS50293	TPR repeat region circular profile.	1	66,	412,	22.027
1593748	IPR019734	Tetratricopeptide repeat	SMART	SM00028	Tetratricopeptide repeats	7	66,100,136,255,301,345,379,	99,133,169,288,334,378,412,	0.16,0.011,2.2,17.0,73.0,0.47,0.001
1593748	IPR001623	DnaJ domain	SMART	SM00271	DnaJ molecular chaperone homology domain	1	438,	492,	1.2E-25
1593748	IPR001623	DnaJ domain	SUPERFAMILY	SSF46565	\N	1	433,	546,	1.83E-33
1593748	\N	\N	SUPERFAMILY	SSF48452	\N	3	66,237,296,	189,291,409,	7.59E-30,7.59E-30,1.08E-19
1593751	IPR001394	Peptidase C19, ubiquitin carboxyl-terminal hydrolase	HMMPfam	PF00443	Ubiquitin carboxyl-terminal hydrolase	1	114,	584,	7.0E-36
1593751	IPR018200	Ubiquitin specific protease, conserved site	ProSitePatterns	PS00973	Ubiquitin specific protease (USP) domain signature 2.	1	481,	498,	-
1593751	IPR028889	Ubiquitin specific protease domain	ProSiteProfiles	PS50235	Ubiquitin specific protease (USP) domain profile.	1	113,	587,	28.659
1593751	\N	\N	SUPERFAMILY	SSF54001	\N	4	111,391,476,552,	326,445,505,587,	5.1E-59,5.1E-59,5.1E-59,5.1E-59
1593754	IPR002198	Short-chain dehydrogenase/reductase SDR	HMMPfam	PF00106	short chain dehydrogenase	1	24,	123,	1.2E-5
1593754	IPR002347	Glucose/ribitol dehydrogenase	PRINTS	PR00081	Glucose/ribitol dehydrogenase family signature	3	23,92,200,	40,103,217,	3.5E-5,3.5E-5,3.5E-5
1593754	\N	\N	SUPERFAMILY	SSF51735	\N	1	22,	256,	2.29E-19
1593756	IPR013069	BTB/POZ	HMMPfam	PF00651	BTB/POZ domain	1	49,	120,	1.7E-5
1593756	IPR000210	BTB/POZ-like	ProSiteProfiles	PS50097	BTB domain profile.	1	47,	117,	10.034
1593756	IPR011333	BTB/POZ fold	SUPERFAMILY	SSF54695	\N	1	48,	120,	4.0E-5
1593759	IPR011701	Major facilitator superfamily	HMMPfam	PF07690	Major Facilitator Superfamily	1	85,	395,	2.5E-17
1593759	IPR020846	Major facilitator superfamily domain	ProSiteProfiles	PS50850	Major facilitator superfamily (MFS) profile.	1	67,	479,	14.759
1593759	IPR020846	Major facilitator superfamily domain	SUPERFAMILY	SSF103473	\N	2	60,304,	271,481,	3.79E-44,3.79E-44
1593778	IPR019192	Ribosomal protein L28/L40, mitochondrial	HMMPfam	PF09812	Mitochondrial ribosomal protein L28	1	145,	201,	9.6E-8
1593788	IPR001440	Tetratricopeptide TPR1	HMMPfam	PF00515	Tetratricopeptide repeat	1	79,	107,	0.0065
1593788	\N	\N	HMMPfam	PF13414	TPR repeat	1	11,	76,	1.8E-14
1593788	IPR013026	Tetratricopeptide repeat-containing domain	ProSiteProfiles	PS50293	TPR repeat region circular profile.	1	11,	112,	16.233
1593788	IPR019734	Tetratricopeptide repeat	SMART	SM00028	Tetratricopeptide repeats	3	11,45,79,	44,78,112,	25.0,3.9,0.099
1593788	\N	\N	SUPERFAMILY	SSF48452	\N	1	11,	117,	1.76E-24
1593794	IPR002018	Carboxylesterase, type B	HMMPfam	PF00135	Carboxylesterase family	2	7,156,	109,516,	7.5E-20,2.0E-55
1593794	IPR019826	Carboxylesterase type B, active site	ProSitePatterns	PS00122	Carboxylesterases type-B serine active site.	1	211,	226,	-
