#proteinId	ecNum	definition	catalyticActivity	cofactors	associatedDiseases	pathway	pathway_class	pathway_type
6619	2.1.1.60	Calmodulin-lysine N-methyltransferase.	S-adenosyl-L-methionine + calmodulin L-lysine = S-adenosyl-L- homocysteine + calmodulin N6-methyl-L-lysine.	\N	\N	Lysine degradation	Amino Acid Metabolism	METABOLIC
1587075	1.14.14.1	Unspecific monooxygenase.	RH + reduced flavoprotein + O(2) = ROH + oxidized flavoprotein + H(2)O.	Heme-thiolate.	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
1587075	1.14.14.1	Unspecific monooxygenase.	RH + reduced flavoprotein + O(2) = ROH + oxidized flavoprotein + H(2)O.	Heme-thiolate.	\N	Fatty acid metabolism	Lipid Metabolism	METABOLIC
1587075	1.14.14.1	Unspecific monooxygenase.	RH + reduced flavoprotein + O(2) = ROH + oxidized flavoprotein + H(2)O.	Heme-thiolate.	\N	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
1587080	2.5.1.18	Glutathione transferase.	RX + glutathione = HX + R-S-glutathione.	\N	\N	Glutathione metabolism	Metabolism of Other Amino Acids	METABOLIC
1587090	3.1.3.16	Serine/threonine specific protein phosphatase.	A phosphoprotein + H(2)O = a protein + phosphate.	\N	\N	\N	\N	\N
1587128	2.1.1.110	Sterigmatocystin 7-O-methyltransferase.	S-adenosyl-L-methionine + sterigmatocystin = S-adenosyl-L-homocysteine + 7-O-methylsterigmatocystin.	\N	\N	\N	\N	\N
1587129	2.1.1.110	Sterigmatocystin 7-O-methyltransferase.	S-adenosyl-L-methionine + sterigmatocystin = S-adenosyl-L-homocysteine + 7-O-methylsterigmatocystin.	\N	\N	\N	\N	\N
1587225	2.3.1.32	Lysine N-acetyltransferase.	Acetyl phosphate + L-lysine = phosphate + N6-acetyl-L-lysine.	\N	\N	Lysine degradation	Amino Acid Metabolism	METABOLIC
1587240	3.2.1.55	Alpha-L-arabinofuranosidase.	Hydrolysis of terminal non-reducing alpha-L-arabinofuranoside residues in alpha-L-arabinosides.	\N	\N	Nucleotide sugars metabolism	Nucleotide Metabolism	METABOLIC
1587251	1.3.1.33	Protochlorophyllide reductase.	Chlorophyllide A + NADP(+) = protochlorophyllide + NADPH.	\N	\N	Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
1587267	1.3.1.33	Protochlorophyllide reductase.	Chlorophyllide A + NADP(+) = protochlorophyllide + NADPH.	\N	\N	Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
1587326	3.5.1.23	Ceramidase.	N-acylsphingosine + H(2)O = a fatty acid + sphingosine.	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
1587367	1.1.-.-	Acting on the CH-OH group of donors.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
1587367	1.1.-.-	Acting on the CH-OH group of donors.	\N	\N	\N	Ethylbenzene degradation	Biodegradation of Xenobiotics	METABOLIC
1587378	3.8.1.2	2-haloacid dehalogenase.	(S)-2-haloacid + H(2)O = (R)-2-hydroxyacid + halide.	\N	\N	\N	\N	\N
1587387	3.2.1.14	Chitinase.	Hydrolysis of the 1,4-beta-linkages of N-acetyl-D-glucosamine polymers of chitin.	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
1587388	3.2.1.14	Chitinase.	Hydrolysis of the 1,4-beta-linkages of N-acetyl-D-glucosamine polymers of chitin.	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
1587395	3.2.1.1	Alpha-amylase.	Endohydrolysis of 1,4-alpha-glucosidic linkages in oligosaccharides and polysaccharides.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
1587515	2.1.1.107	Uroporphyrin-III C-methyltransferase.	2 S-adenosyl-L-methionine + uroporphyrin III = 2 S-adenosyl-L- homocysteine + sirohydrochlorin.	\N	\N	Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
1587516	2.1.1.79	Cyclopropane-fatty-acyl-phospholipid synthase.	S-adenosyl-L-methionine + phospholipid olefinic fatty acid = S-adenosyl-L-homocysteine + phospholipid cyclopropane fatty acid.	\N	\N	\N	\N	\N
1587534	3.2.1.23	Beta-galactosidase.	Hydrolysis of terminal, non-reducing beta-D-galactose residues in beta-D-galactosides.	\N	Gangliosidosis, generalized GM1; MIM:230500. Mucopolysaccharidosis IVB; MIM:253010.	Glycosaminoglycan degradation	Metabolism of Complex Carbohydrates	METABOLIC
1587534	3.2.1.23	Beta-galactosidase.	Hydrolysis of terminal, non-reducing beta-D-galactose residues in beta-D-galactosides.	\N	Gangliosidosis, generalized GM1; MIM:230500. Mucopolysaccharidosis IVB; MIM:253010.	Galactose metabolism	Carbohydrate Metabolism	METABOLIC
1587534	3.2.1.23	Beta-galactosidase.	Hydrolysis of terminal, non-reducing beta-D-galactose residues in beta-D-galactosides.	\N	Gangliosidosis, generalized GM1; MIM:230500. Mucopolysaccharidosis IVB; MIM:253010.	N-Glycan degradation	Metabolism of Complex Carbohydrates	METABOLIC
1587534	3.2.1.23	Beta-galactosidase.	Hydrolysis of terminal, non-reducing beta-D-galactose residues in beta-D-galactosides.	\N	Gangliosidosis, generalized GM1; MIM:230500. Mucopolysaccharidosis IVB; MIM:253010.	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
1587534	3.2.1.23	Beta-galactosidase.	Hydrolysis of terminal, non-reducing beta-D-galactose residues in beta-D-galactosides.	\N	Gangliosidosis, generalized GM1; MIM:230500. Mucopolysaccharidosis IVB; MIM:253010.	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
1587685	1.14.13.8	Dimethylaniline monooxygenase (N-oxide forming).	N,N-dimethylaniline + NADPH + O(2) = N,N-dimethylaniline N-oxide + NADP(+) + H(2)O.	FAD.	Trimethylaminuria; MIM:602079,	\N	\N	\N
1587695	1.1.2.3	L-lactate dehydrogenase (cytochrome).	(S)-lactate + 2 ferricytochrome c = pyruvate + 2 ferrocytochrome c.	FMN; Protoheme IX.	\N	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
1587697	1.1.2.3	L-lactate dehydrogenase (cytochrome).	(S)-lactate + 2 ferricytochrome c = pyruvate + 2 ferrocytochrome c.	FMN; Protoheme IX.	\N	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
1587704	2.4.1.186	Glycogenin glucosyltransferase.	UDP-glucose + glycogenin = UDP + glucosylglycogenin.	\N	\N	\N	\N	\N
1587707	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.	\N	Fluorene degradation	Biodegradation of Xenobiotics	METABOLIC
1587707	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.	\N	Nitorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC
1587708	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.	\N	Fluorene degradation	Biodegradation of Xenobiotics	METABOLIC
1587708	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.	\N	Nitorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC
1587713	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.	\N	Fluorene degradation	Biodegradation of Xenobiotics	METABOLIC
1587713	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.	\N	Nitorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC
1587840	6.5.1.1	DNA ligase (ATP).	ATP + {deoxyribonucleotide}(N) + {deoxyribonucleotide}(M) = AMP + diphosphate + {deoxyribonucleotide}(N+M).	\N	\N	\N	\N	\N
1587898	2.8.3.5	3-oxoacid CoA-transferase.	Succinyl-CoA + a 3-oxo acid = succinate + a 3-oxo-acyl-CoA.	\N	Infantile ketoacidosis; MIM:245050.	Valine, leucine and isoleucine degradation	Amino Acid Metabolism	METABOLIC
1587898	2.8.3.5	3-oxoacid CoA-transferase.	Succinyl-CoA + a 3-oxo acid = succinate + a 3-oxo-acyl-CoA.	\N	Infantile ketoacidosis; MIM:245050.	Synthesis and degradation of ketone bodies	Lipid Metabolism	METABOLIC
1587898	2.8.3.5	3-oxoacid CoA-transferase.	Succinyl-CoA + a 3-oxo acid = succinate + a 3-oxo-acyl-CoA.	\N	Infantile ketoacidosis; MIM:245050.	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
1587915	2.7.1.78	Polynucleotide 5'-hydroxyl-kinase.	ATP + 5'-dephospho-DNA = ADP + 5'-phospho-DNA.	\N	\N	\N	\N	\N
1587930	5.3.3.8	Dodecenoyl-CoA delta-isomerase.	3-cis-dodecenoyl-CoA = 2-trans-dodecenoyl-CoA.	\N	\N	Fatty acid metabolism	Lipid Metabolism	METABOLIC
1587936	1.8.5.-	With a quinone or similar compound as acceptor.	\N	\N	\N	\N	\N	\N
1587967	2.4.1.34	1,3-beta-glucan synthase.	UDP-glucose + {(1,3)-beta-D-glucosyl}(N) = UDP + {(1,3)-beta-D- glucosyl}(N+1).	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
1588124	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
1588144	3.1.3.5	5'-nucleotidase.	A 5'-ribonucleotide + H(2)O = a ribonucleoside + phosphate.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
1588144	3.1.3.5	5'-nucleotidase.	A 5'-ribonucleotide + H(2)O = a ribonucleoside + phosphate.	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
1588144	3.1.3.5	5'-nucleotidase.	A 5'-ribonucleotide + H(2)O = a ribonucleoside + phosphate.	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
1588158	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
1588175	4.1.1.15	Glutamate decarboxylase.	L-glutamate = 4-aminobutanoate + CO(2).	Pyridoxal-phosphate.	Pyridoxine-dependent infantile convulsions; MIM:266100.	Taurine and hypotaurine metabolism	Metabolism of Other Amino Acids	METABOLIC
1588175	4.1.1.15	Glutamate decarboxylase.	L-glutamate = 4-aminobutanoate + CO(2).	Pyridoxal-phosphate.	Pyridoxine-dependent infantile convulsions; MIM:266100.	Alanine and aspartate metabolism	Amino Acid Metabolism	METABOLIC
1588175	4.1.1.15	Glutamate decarboxylase.	L-glutamate = 4-aminobutanoate + CO(2).	Pyridoxal-phosphate.	Pyridoxine-dependent infantile convulsions; MIM:266100.	beta-Alanine metabolism	Metabolism of Other Amino Acids	METABOLIC
1588175	4.1.1.15	Glutamate decarboxylase.	L-glutamate = 4-aminobutanoate + CO(2).	Pyridoxal-phosphate.	Pyridoxine-dependent infantile convulsions; MIM:266100.	Glutamate metabolism	Amino Acid Metabolism	METABOLIC
1588175	4.1.1.15	Glutamate decarboxylase.	L-glutamate = 4-aminobutanoate + CO(2).	Pyridoxal-phosphate.	Pyridoxine-dependent infantile convulsions; MIM:266100.	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
1588205	2.3.1.12	Dihydrolipoamide S-acetyltransferase.	Acetyl-CoA + dihydrolipoamide = CoA + S-acetyldihydrolipoamide.	Lipoyl group.	\N	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
1588205	2.3.1.12	Dihydrolipoamide S-acetyltransferase.	Acetyl-CoA + dihydrolipoamide = CoA + S-acetyldihydrolipoamide.	Lipoyl group.	\N	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
1588245	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.	\N	Acute alcohol intolerance; MIM:100650.	1,2-Dichloroethane degradation	Biodegradation of Xenobiotics	METABOLIC
1588245	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.	\N	Acute alcohol intolerance; MIM:100650.	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
1588245	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.	\N	Acute alcohol intolerance; MIM:100650.	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
1588245	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.	\N	Acute alcohol intolerance; MIM:100650.	Valine, leucine and isoleucine degradation	Amino Acid Metabolism	METABOLIC
1588245	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.	\N	Acute alcohol intolerance; MIM:100650.	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
1588245	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.	\N	Acute alcohol intolerance; MIM:100650.	Propanoate metabolism	Carbohydrate Metabolism	METABOLIC
1588245	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.	\N	Acute alcohol intolerance; MIM:100650.	Fatty acid metabolism	Lipid Metabolism	METABOLIC
1588245	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.	\N	Acute alcohol intolerance; MIM:100650.	Bile acid biosynthesis	Lipid Metabolism	METABOLIC
1588245	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.	\N	Acute alcohol intolerance; MIM:100650.	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
1588245	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.	\N	Acute alcohol intolerance; MIM:100650.	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
1588245	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.	\N	Acute alcohol intolerance; MIM:100650.	beta-Alanine metabolism	Metabolism of Other Amino Acids	METABOLIC
1588245	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.	\N	Acute alcohol intolerance; MIM:100650.	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
1588245	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.	\N	Acute alcohol intolerance; MIM:100650.	Histidine metabolism	Amino Acid Metabolism	METABOLIC
1588245	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.	\N	Acute alcohol intolerance; MIM:100650.	Lysine degradation	Amino Acid Metabolism	METABOLIC
1588245	1.2.1.3	Aldehyde dehydrogenase (NAD+).	An aldehyde + NAD(+) + H(2)O = an acid + NADH.	\N	Acute alcohol intolerance; MIM:100650.	Ascorbate and aldarate metabolism	Carbohydrate Metabolism	METABOLIC
1588263	1.1.1.216	Farnesol dehydrogenase.	2-trans,6-trans-farnesol + NADP(+) = 2-trans,6-trans-farnesal + NADPH.	\N	\N	\N	\N	\N
1588270	3.6.3.8	Calcium-transporting ATPase.	ATP + H(2)O + Ca(2+)(Cis) = ADP + phosphate + Ca(2+)(Trans).	Magnesium.	Darier disease; MIM:124200. Benign chronic pemphigus; MIM:169600.	\N	\N	\N
1588282	2.1.1.37	DNA (cytosine-5-)-methyltransferase.	S-adenosyl-L-methionine + DNA = S-adenosyl-L-homocysteine + DNA containing 5-methylcytosine.	\N	\N	Methionine metabolism	Amino Acid Metabolism	METABOLIC
1588303	1.6.99.1	NADPH dehydrogenase.	NADPH + acceptor = NADP(+) + reduced acceptor.	FMN or FAD.	\N	\N	\N	\N
1588322	1.6.2.4	NADPH--ferrihemoprotein reductase.	NADPH + 2 ferricytochrome = NADP(+) + 2 ferrocytochrome.	FMN; FAD.	\N	\N	\N	\N
1588428	3.2.1.113	Mannosyl-oligosaccharide 1,2-alpha-mannosidase.	Hydrolysis of the terminal 1,2-linked alpha-D-mannose residues in the oligo-mannose oligosaccharide Man(9)(GlcNAc)(2).	\N	\N	N-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
1588484	1.6.2.2	Cytochrome-b5 reductase.	NADH + 2 ferricytochrome b5 = NAD(+) + 2 ferrocytochrome b5.	FAD.	Methemoglobinemia enzymopathic forms I, II, III; MIM:250800.	\N	\N	\N
1588528	2.7.1.20	Adenosine kinase.	ATP + adenosine = ADP + AMP.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
1588583	2.7.1.40	Pyruvate kinase.	ATP + pyruvate = ADP + phosphoenolpyruvate.	\N	Hemolytic anemia due to pyruvate kinase deficiency; MIM:266200.	Purine metabolism	Nucleotide Metabolism	METABOLIC
1588583	2.7.1.40	Pyruvate kinase.	ATP + pyruvate = ADP + phosphoenolpyruvate.	\N	Hemolytic anemia due to pyruvate kinase deficiency; MIM:266200.	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
1588583	2.7.1.40	Pyruvate kinase.	ATP + pyruvate = ADP + phosphoenolpyruvate.	\N	Hemolytic anemia due to pyruvate kinase deficiency; MIM:266200.	Carbon fixation	Energy Metabolism	METABOLIC
1588583	2.7.1.40	Pyruvate kinase.	ATP + pyruvate = ADP + phosphoenolpyruvate.	\N	Hemolytic anemia due to pyruvate kinase deficiency; MIM:266200.	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
1588602	3.1.1.45	Carboxymethylenebutenolidase.	4-carboxymethylenebut-2-en-4-olide + H(2)O = 4 oxohex-2-enedioate.	\N	\N	1,4-Dichlorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC
1588718	3.2.1.101	Mannan endo-1,6-beta-mannosidase.	Random hydrolysis of 1,6-beta-D-mannosidic linkages in unbranched 1,6-mannans.	\N	\N	\N	\N	\N
1588736	2.1.1.14	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase.	5-methyltetrahydropteroyltri-L-glutamate + L-homocysteine = tetrahydropteroyltri-L-glutamate + L-methionine.	\N	\N	Methionine metabolism	Amino Acid Metabolism	METABOLIC
1588802	3.2.1.78	Mannan endo-1,4-beta-mannosidase.	Random hydrolysis of 1,4-beta-D-mannosidic linkages in mannans, galactomannans, glucomannans, and galactoglucomannans.	\N	\N	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
1588836	6.-.-.-	Ligases.	\N	\N	\N	\N	\N	\N
1588843	2.7.7.48	RNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
1588861	3.1.3.48	Protein-tyrosine-phosphatase.	Protein tyrosine phosphate + H(2)O = protein tyrosine + phosphate.	\N	\N	\N	\N	\N
1588897	2.3.1.12	Dihydrolipoamide S-acetyltransferase.	Acetyl-CoA + dihydrolipoamide = CoA + S-acetyldihydrolipoamide.	Lipoyl group.	\N	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
1588897	2.3.1.12	Dihydrolipoamide S-acetyltransferase.	Acetyl-CoA + dihydrolipoamide = CoA + S-acetyldihydrolipoamide.	Lipoyl group.	\N	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
1588903	5.2.1.8	Peptidylprolyl isomerase.	Peptidylproline (omega=180) = peptidylproline (omega=0).	\N	\N	\N	\N	\N
1588904	3.4.21.-	Serine endopeptidases.	\N	\N	\N	\N	\N	\N
1588922	4.2.1.2	Fumarate hydratase.	(S)-malate = fumarate + H(2)O.	\N	Fumarase deficiency; MIM:136850.	Reductive carboxylate cycle (CO2 fixation)	Energy Metabolism	METABOLIC
1588922	4.2.1.2	Fumarate hydratase.	(S)-malate = fumarate + H(2)O.	\N	Fumarase deficiency; MIM:136850.	Citrate cycle (TCA cycle)	Carbohydrate Metabolism	METABOLIC
1588976	3.2.1.14	Chitinase.	Hydrolysis of the 1,4-beta-linkages of N-acetyl-D-glucosamine polymers of chitin.	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
1589170	3.6.4.-	Acting on acid anhydrides; involved in cellular and	\N	\N	\N	\N	\N	\N
1589173	1.11.1.5	Cytochrome-c peroxidase.	2 ferrocytochrome c + H(2)O(2) = 2 ferricytochrome c + 2 H(2)O.	Heme.	\N	\N	\N	\N
1589175	1.11.1.5	Cytochrome-c peroxidase.	2 ferrocytochrome c + H(2)O(2) = 2 ferricytochrome c + 2 H(2)O.	Heme.	\N	\N	\N	\N
1589235	3.2.1.58	Glucan 1,3-beta-glucosidase.	Successive hydrolysis of beta-D-glucose units from the non-reducing ends of 1,3-beta-D-glucans, releasing alpha-glucose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
1589237	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.	\N	Fluorene degradation	Biodegradation of Xenobiotics	METABOLIC
1589237	1.14.13.1	Salicylate 1-monooxygenase.	Salicylate + NADH + O(2) = catechol + NAD(+) + H(2)O + CO(2).	FAD.	\N	Nitorobenzene degradation	Biodegradation of Xenobiotics	METABOLIC
1589261	3.1.3.16	Serine/threonine specific protein phosphatase.	A phosphoprotein + H(2)O = a protein + phosphate.	\N	\N	\N	\N	\N
1589379	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
1589431	4.2.1.9	Dihydroxy-acid dehydratase.	2,3-dihydroxy-3-methylbutanoate = 3-methyl-2-oxobutanoate + H(2)O.	\N	\N	Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
1589431	4.2.1.9	Dihydroxy-acid dehydratase.	2,3-dihydroxy-3-methylbutanoate = 3-methyl-2-oxobutanoate + H(2)O.	\N	\N	Valine, leucine and isoleucine biosynthesis	Amino Acid Metabolism	METABOLIC
1589452	2.7.1.67	1-phosphatidylinositol 4-kinase.	ATP + 1-phosphatidyl-1D-myo-inositol = ADP + 1-phosphatidyl-1D-myo- inositol 4-phosphate.	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
1589482	3.1.3.16	Serine/threonine specific protein phosphatase.	A phosphoprotein + H(2)O = a protein + phosphate.	\N	\N	\N	\N	\N
1589550	3.4.14.9	Tripeptidyl-peptidase I.	Release of an N-terminal tripeptide from a polypeptide.	\N	\N	\N	\N	\N
1589560	1.1.1.100	3-oxoacyl-[acyl-carrier protein] reductase.	(3R)-3-hydroxyacyl-[acyl-carrier protein] + NADP(+) = 3-oxoacyl- [acyl-carrier protein] + NADPH.	\N	\N	Fatty acid biosynthesis (path 1)	Lipid Metabolism	METABOLIC
1589561	1.1.1.100	3-oxoacyl-[acyl-carrier protein] reductase.	(3R)-3-hydroxyacyl-[acyl-carrier protein] + NADP(+) = 3-oxoacyl- [acyl-carrier protein] + NADPH.	\N	\N	Fatty acid biosynthesis (path 1)	Lipid Metabolism	METABOLIC
1589565	3.1.3.43	[Pyruvate dehydrogenase (lipoamide)]-phosphatase.	[Pyruvate dehydrogenase (lipoamide)] phosphate + H(2)O = [pyruvate dehydrogenase (lipoamide)] + phosphate.	\N	\N	\N	\N	\N
1589624	3.1.1.8	Cholinesterase.	An acylcholine + H(2)O = choline + a carboxylic acid anion.	\N	Drug induced (postanesthetic) apnea; MIM:177400.	\N	\N	\N
1589689	3.1.2.6	Hydroxyacylglutathione hydrolase.	(S)-(2-hydroxyacyl)glutathione + H(2)O = glutathione + a 2-hydroxy acid anion.	\N	Glyoxalase II deficiency; MIM:138760.	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
1589694	3.4.23.25	Saccharopepsin.	Hydrolysis of proteins with broad specificity for peptide bonds. Cleaves -Leu-Leu-|-Val-Tyr- bond in a synthetic substrate. Does not act on esters of Tyr or Arg.	\N	\N	\N	\N	\N
1589739	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
1589739	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	Ascorbate and aldarate metabolism	Carbohydrate Metabolism	METABOLIC
1589739	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
1589739	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	Fluorene degradation	Biodegradation of Xenobiotics	METABOLIC
1589741	3.5.3.1	Arginase.	L-arginine + H(2)O = L-ornithine + urea.	Manganese.	Argininemia; MIM:207800.	Urea cycle and metabolism of amino groups	Amino Acid Metabolism	METABOLIC
1589741	3.5.3.1	Arginase.	L-arginine + H(2)O = L-ornithine + urea.	Manganese.	Argininemia; MIM:207800.	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
1589775	5.4.2.2	Phosphoglucomutase.	Alpha-D-glucose 1-phosphate = alpha-D-glucose 6-phosphate.	\N	\N	Streptomycin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
1589775	5.4.2.2	Phosphoglucomutase.	Alpha-D-glucose 1-phosphate = alpha-D-glucose 6-phosphate.	\N	\N	Erythromycin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
1589775	5.4.2.2	Phosphoglucomutase.	Alpha-D-glucose 1-phosphate = alpha-D-glucose 6-phosphate.	\N	\N	Pentose phosphate pathway	Carbohydrate Metabolism	METABOLIC
1589775	5.4.2.2	Phosphoglucomutase.	Alpha-D-glucose 1-phosphate = alpha-D-glucose 6-phosphate.	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
1589775	5.4.2.2	Phosphoglucomutase.	Alpha-D-glucose 1-phosphate = alpha-D-glucose 6-phosphate.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
1589775	5.4.2.2	Phosphoglucomutase.	Alpha-D-glucose 1-phosphate = alpha-D-glucose 6-phosphate.	\N	\N	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
1589775	5.4.2.2	Phosphoglucomutase.	Alpha-D-glucose 1-phosphate = alpha-D-glucose 6-phosphate.	\N	\N	Galactose metabolism	Carbohydrate Metabolism	METABOLIC
1589791	3.4.23.25	Saccharopepsin.	Hydrolysis of proteins with broad specificity for peptide bonds. Cleaves -Leu-Leu-|-Val-Tyr- bond in a synthetic substrate. Does not act on esters of Tyr or Arg.	\N	\N	\N	\N	\N
1589802	2.7.7.12	UDP-glucose--hexose-1-phosphate uridylyltransferase.	UDP-glucose + alpha-D-galactose 1-phosphate = alpha-D-glucose 1-phosphate + UDP-galactose.	\N	\N	Nucleotide sugars metabolism	Nucleotide Metabolism	METABOLIC
